imdb_id,title,topic,cluster,umap_x,umap_y,hit_score
tt3502172,Mozart in the Jungle,-1,-1,0.0199,-0.0189,41.026218175192085
tt2674806,Inside No. 9,-1,-1,0.0525,-0.0405,48.073366659090574
tt3150586,Medcezir,-1,-1,0.0313,-0.0487,47.64327583447895
tt3069212,Street Fighter: Assassin's Fist,-1,-1,0.0524,-0.0492,40.26159247135536
tt3069212,Street Fighter: Assassin's Fist,-1,-1,0.0524,-0.0492,40.2740426540538
tt3322312,Marvel's Daredevil,2,1,0.025,-0.0447,62.53496863792378
tt3636060,Poldark,5,0,-0.0127,0.0182,43.60861333501652
tt4136774,The Ministry of Time,1,2,0.04,-0.0652,41.78629412754486
tt4269716,Shadows,8,1,0.0183,-0.0388,45.8682335175662
tt3609352,Grace and Frankie,0,3,0.0252,-0.0279,45.82253258833042
tt4159076,Dark Matter,1,2,0.0576,-0.0594,41.81823258876711
tt4524056,Locked Up,7,1,0.0424,-0.0334,42.582907323733934
tt4063800,The Bureau,-1,-1,0.0591,-0.093,47.62044063904901
tt4192812,Unforgotten,3,1,0.072,-0.0513,45.21201471706699
tt4158110,Mr. Robot,8,1,0.0629,-0.0723,59.48380088060096
tt4445154,Deutschland,5,0,0.072,-0.0435,40.294548033128194
tt2548418,Jonathan Strange & Mr Norrell,1,2,0.046,-0.0085,44.74620211753497
tt4122068,Humans,1,2,-0.0195,-0.0216,40.4141671569085
tt4580372,Merlí,0,3,0.0247,-0.025,45.4566692988791
tt4742876,TVF Pitchers,0,3,0.0732,-0.0752,56.77283502079228
tt2492296,Show Me a Hero,-1,-1,0.0788,-0.0675,42.57154428179191
tt4680240,Club de Cuervos,0,3,0.1003,-0.0622,41.86440704543228
tt4179452,The Last Kingdom,10,0,0.0673,-0.0742,58.68459207531175
tt2707408,Narcos,7,1,0.1094,-0.0659,61.54209008928044
tt4452630,Code Black,9,3,0.0268,-0.0018,42.77881462937477
tt3230854,The Expanse,1,2,0.075,-0.0404,53.5244266285172
tt4912412,Sun's Daughters,-1,-1,0.0114,-0.0331,43.77257843037147
tt4277922,Call My Agent!,0,3,0.0429,-0.0557,47.066503370221945
tt5141800,Nirvana in Fire,-1,-1,0.0405,-0.0455,40.23621424804831
tt5011816,Sneaky Pete,8,1,0.0464,-0.0793,44.1830962760779
tt4635276,Master of None,0,3,0.0344,-0.0606,40.37514822715444
tt5099020,Golden Life,8,1,0.0375,-0.0484,43.889025308753546
tt4687882,Patriot,5,0,0.0359,-0.0528,45.17830976263796
tt4254242,The Magicians,1,2,0.0193,-0.0459,40.764592058493925
tt3561180,Trapped,4,1,-0.0209,-0.0292,43.00280932559336
tt4343334,Poyraz Karayel,2,1,0.0741,-0.0804,44.812254406192565
tt5288312,SKAM,6,3,0.0298,-0.0595,53.02523836020582
tt4320258,Resurrection: Ertugrul,10,0,0.0225,-0.0518,50.32063144971925
tt4565380,Fauda,5,0,0.0537,-0.084,44.88960890150766
tt5994364,Goblin,1,2,0.061,-0.0216,48.78961178277418
tt5024912,Insecure,-1,-1,0.0742,-0.045,44.17077855490118
tt5905354,Norsemen,-1,-1,0.0004,-0.0132,45.58797141333783
tt6682754,Jean-Claude Van Johnson,2,1,0.0726,-0.0636,41.02239088286596
tt5651844,Travelers,1,2,0.0016,-0.0111,50.58562865264887
tt5290382,MINDHUNTER,3,1,0.0827,-0.0915,57.35798207450917
tt5768632,Love Doesn't Understand Words,0,3,0.0367,-0.0496,48.03158359785271
tt6263222,Strong Woman Do Bong-Soon,2,1,0.0585,-0.1069,42.49704104112477
tt2261227,Altered Carbon,1,2,0.0221,-0.0388,41.4200736134568
tt4635282,The OA,1,2,0.0713,-0.0106,48.00622959459008
tt6162588,Brave and Beautiful,-1,-1,0.0284,-0.0291,43.65590239692181
tt6051216,Insider,2,1,0.0518,-0.0969,48.65933490645269
tt5607976,His Dark Materials,1,2,0.0747,0.0072,43.827625513179306
tt6157148,Weightlifting Fairy Kim Bok-joo,0,3,0.0279,-0.0765,46.91560536624183
tt5761478,Harlots,-1,-1,0.0082,-0.0251,40.58254938222969
tt6132720,Wounded Love,5,0,0.0507,-0.0559,43.28660777960144
tt5574940,The New Edition Story,0,3,-0.0025,-0.0317,41.515121867752505
tt5834204,The Handmaid's Tale,1,2,0.0344,-0.039,44.061887814811975
tt1984119,FEUD,10,0,0.0549,-0.0408,43.146858311087
tt5071412,Ozark,8,1,0.0328,-0.051,51.77573206144965
tt6724368,Phi,-1,-1,0.0227,-0.0565,46.67132025236757
tt5770786,GLOW,0,3,0.0601,-0.0412,44.52591335343908
tt5753856,Dark,4,1,-0.0027,-0.024,63.25161471401699
tt6461346,Stranger,-1,-1,0.0362,-0.089,43.70523972243037
tt2649356,Sharp Objects,4,1,0.0425,-0.0355,42.25290821843999
tt6611916,Kingdom,1,2,0.0546,-0.045,52.50472559665173
tt5788792,The Marvelous Mrs. Maisel,0,3,-0.0031,0.0083,48.15368454681641
tt6824234,Fight For My Way,0,3,0.0604,-0.0837,43.08877982874608
