imdb_id,title,topic,cluster,umap_x,umap_y,hit_score
tt6340304,Rosario Tijeras (Mexico),-1,-1,0.0609,-0.0676,24.30326248705252
tt6693154,The Zone,-1,-1,0.0603,-0.0231,19.64635188729839
tt7379872,Superstition,-1,-1,0.0049,-0.0096,19.985101872106856
tt6658720,Keeping Faith,-1,-1,0.0323,-0.0115,23.1910849851884
tt7761424,Deus Salve o Rei,-1,-1,0.0731,-0.0911,23.52207418138892
tt7174764,The Oath,10,1,0.0696,-0.1328,23.993139809308204
tt6712476,Bancroft,0,1,0.0914,-0.0772,25.013631058259467
tt7856872,Apocalipse,-1,-1,0.0262,-0.009,15.855005399243131
tt7243884,Catherine the Great,12,2,0.0323,-0.0549,18.75371346814113
tt5730690,Kiss Me First,6,4,0.075,-0.0,22.757230323468526
tt7691766,Kakegurui,9,3,0.0595,-0.0601,24.115260849347106
tt9552278,Sweet Revenge,-1,-1,0.0334,-0.0524,25.168412529591645
tt5056958,Mosaic,11,1,0.0188,-0.0339,19.95931618634568
tt6834120,Jenni Rivera: Mariposa de Barrio,8,7,0.0399,0.0191,22.553324024255872
tt7356206,Chicken Girls,14,0,0.0512,-0.0093,15.685601183930904
tt6712390,Requiem,-1,-1,-0.0102,0.0304,22.278964149726637
tt7907384,Laws of love,2,5,0.0265,-0.0616,10.516192500846367
tt7661932,Woman,-1,-1,-0.0016,-0.0134,23.935491015513808
tt6849940,ReBoot: The Guardian Code,-1,-1,0.076,-0.0447,8.806519464572167
tt7978912,The Bletchley Circle: San Francisco,13,1,0.0451,-0.0584,24.186165437230866
tt8083832,About Time,-1,-1,0.0279,-0.0136,15.611138866178903
tt7205264,The City and the City,0,1,0.0516,-0.0523,24.73023035281465
tt7314988,Sin tu mirada,8,7,0.0011,-0.0055,9.211829266368497
tt8258938,The Confidence Man JP,5,0,0.0626,-0.0855,20.377622785361417
tt6394324,Charmed,6,4,0.0197,0.0258,20.075811997179883
tt8369840,Another Life,1,4,0.0722,0.0005,22.79570759366405
tt6038954,Picnic at Hanging Rock,-1,-1,0.0085,0.0054,22.022397659105398
tt8447606,Kally's Mashup,-1,-1,0.0655,-0.0314,22.424644041627
tt7403736,V Wars,6,4,0.0419,0.0131,24.517008059566272
tt8463714,The ABC Murders,0,1,0.0227,-0.0367,24.05333240460859
tt7978230,Bitter Lands,-1,-1,0.022,-0.0177,15.256031600298453
tt7942774,The Fix,13,1,0.069,-0.0319,19.917521221392505
tt8063174,Immortals,6,4,0.036,0.0117,25.45639093969084
tt7958782,Proven Innocent,13,1,0.072,-0.0524,21.00332536160668
tt9397640,Folklore,-1,-1,0.0353,-0.0709,21.396156056513245
tt6586344,Warrior,7,6,0.104,-0.0838,23.50745907997636
tt2583620,The Twilight Zone,-1,-1,0.055,-0.0146,23.43551381204441
tt9284162,Top Management,5,0,0.0759,-0.0633,20.69986753478183
tt10361016,Penny Dreadful: City of Angels,6,4,0.0168,0.0314,23.054459583304617
tt7146326,Carl Weber's The Family Business,11,1,0.036,-0.0702,20.41588236271777
tt8001226,The War of the Worlds,1,4,0.0835,0.0024,15.732179778186689
tt8991526,Blood,11,1,-0.0019,-0.0142,23.111332750426502
tt8593252,Coroner,0,1,0.0426,-0.0248,24.581978797213687
tt8571906,London Kills,0,1,0.0385,-0.0645,18.835823817692606
tt10763852,NooBees,-1,-1,0.0968,-0.0228,24.032821967663605
tt7043380,Osmosis,1,4,-0.0111,-0.0221,19.06348117195456
tt7572868,The Name of the Rose,-1,-1,0.006,-0.025,24.56182591889788
tt9886950,Well-Intended Love,5,0,-0.0319,-0.0457,24.08358719752546
tt8042500,Y: The Last Man,1,4,0.0617,-0.028,24.20863375457523
tt8417308,The Spanish Princess,-1,-1,0.0577,0.0174,25.031560437178623
tt7371896,Traitors,12,2,0.0937,-0.0298,23.655521789244943
tt1831804,The Stand,-1,-1,0.0381,0.0168,24.587845924796543
tt8888168,The Code,-1,-1,0.0682,-0.1395,17.75530353390038
tt9686194,War of the Worlds,1,4,0.0232,-0.0306,25.007820990639985
tt8652642,Wu Assassins,-1,-1,0.082,-0.0589,25.711102086884765
tt8045468,RUN,5,0,0.029,-0.0074,23.032576991996727
tt12879522,The School Nurse Files,6,4,0.0394,-0.0213,22.779609064400876
tt10312964,Katy Keene,-1,-1,0.0247,-0.044,25.177854011766733
tt10055734,Abyss,6,4,0.042,-0.0614,25.178559370943816
tt9679644,Your Turn To Kill,-1,-1,0.0322,-0.0993,20.54967497953632
tt8892926,Reef Break,7,6,0.0575,-0.0326,22.0120833938362
tt8923396,Jinn,1,4,0.044,-0.0105,16.624792698185768
tt8382834,Instinto,4,1,0.0104,-0.0543,23.884065532347886
tt8602408,Holly Hobbie,-1,-1,0.0331,0.0286,21.39682372136198
tt9145880,Love Alarm,1,4,0.0065,-0.0044,23.12206274627714
tt8661868,Sanctuary,4,1,0.0116,0.0223,19.629403629297027
tt10488234,Don't Look Deeper,6,4,0.0397,-0.0072,24.635386602801425
tt9103772,Limetown,-1,-1,0.0428,-0.0041,24.408368840925416
tt9310372,Typewriter,-1,-1,0.0105,-0.0474,22.46256662392577
tt9067020,The I-Land,-1,-1,0.0358,-0.0304,16.548923032449498
tt10207090,Pandora,1,4,0.0753,-0.0055,17.146893178124195
tt9252156,Departure,-1,-1,0.0756,-0.0051,23.542644500000502
tt7943036,Twice Upon a Time,1,4,0.0291,-0.0106,17.707906518273447
tt10590540,Cradle of Wolves,-1,-1,0.0466,-0.0042,17.363836824109462
tt7423322,The Right Stuff,-1,-1,0.0615,-0.0868,19.943937553735346
tt8826128,October Faction,-1,-1,0.0253,0.0194,22.916122364082607
tt8005176,The Feed,-1,-1,-0.0083,-0.0104,20.55456597129966
tt11041132,The Mosquito Coast,-1,-1,0.0654,0.0242,24.987988925698694
tt7736572,Temple,4,1,0.0461,-0.0022,25.210343954311497
tt10986052,Criminal: France,0,1,0.0472,-0.0785,25.36800640726003
tt10986050,Criminal: Spain,0,1,0.067,-0.095,21.84249751642417
tt10384106,The Island,-1,-1,0.0001,-0.007,24.650946226971094
tt9695118,Face to Face,0,1,0.0412,-0.0291,25.623708992833745
tt9742936,FBI: Most Wanted,-1,-1,0.1137,-0.074,22.717949756556816
tt10148174,The Walking Dead: World Beyond,1,4,0.1039,-0.0113,14.147446964995044
tt10752770,Tyler Perry's Sistas,14,0,0.0716,-0.0535,15.603475551759672
tt11053220,We Are the Wave,9,3,0.0755,-0.0784,21.77436069077897
tt10653784,Gossip Girl,-1,-1,0.0265,-0.04,18.136671960551052
tt9074360,Trackers,10,1,0.0771,-0.0688,25.681514109408177
tt9307990,Lincoln Rhyme: Hunt for the Bone Collector,0,1,0.085,-0.024,21.04453568144524
tt7636244,S.O.Z: Soldiers or Zombies,6,4,0.0847,-0.054,23.36414327593247
tt8075008,The Luminaries,-1,-1,0.015,-0.0238,25.320453146694017
tt10580092,Tyler Perry's The Oval,-1,-1,0.0268,-0.0714,12.378208518764078
tt9024590,Nurses,4,1,0.0177,-0.0651,17.554110329403148
tt9145372,The Accident,-1,-1,0.0267,0.0072,22.424692005624767
tt11859946,Difficult Teens,10,1,0.12,-0.0945,11.286705421958768
tt9704568,Deadwater Fell,11,1,0.0039,-0.0518,23.664291589965863
tt10367818,El final del paraíso,-1,-1,0.0998,0.0096,9.818864943413557
tt9310400,The Stranded,-1,-1,0.0404,-0.0401,21.90860264659067
tt3319460,Lisey's Story,-1,-1,0.04,0.0122,24.57351420975123
tt9314996,Triad Princess,5,0,0.0437,-0.0525,22.11169442468621
tt11198202,Outbreak,-1,-1,0.0352,0.0267,22.752751977862783
tt9731254,Three Days of Christmas,-1,-1,-0.0281,0.0167,23.869332109075028
tt11243536,Holiday Secrets,-1,-1,-0.0262,0.0084,25.28740613516057
tt10833132,The Club,-1,-1,0.0539,-0.0676,20.23202694523119
tt10230502,La unidad,7,6,0.079,-0.0725,24.92079268480817
tt10062652,COBRA,-1,-1,0.0351,-0.0318,21.27961383328469
tt11769798,Rugal,-1,-1,0.0714,-0.0767,16.53602619951576
tt11502628,Detective Chinatown,0,1,0.0356,-0.049,21.15416170219836
tt8610212,The Gloaming,0,1,0.0449,-0.0675,23.36446509323836
tt8690440,Reckoning,-1,-1,0.0212,-0.0645,20.5409899642665
tt10505002,Box 21,-1,-1,0.0372,-0.0148,24.16376295436325
tt11569628,Find Yourself,3,0,-0.0048,-0.0552,20.5662210558068
tt9170386,Puerta 7,10,1,0.0836,-0.0623,18.043885528063274
tt11041046,Survive,-1,-1,0.0876,-0.01,21.667926753088462
tt11885790,Find Me in Your Memory,4,1,-0.0321,-0.0432,23.362848626983357
tt12850322,Record of Youth,9,3,0.0572,-0.1062,25.24176897503006
tt6859148,1993,-1,-1,0.0369,0.008,14.100802905973334
tt9170236,PIECES OF HER,11,1,0.0356,-0.0458,20.91246488149774
tt10623550,The Fugitive,-1,-1,0.0743,-0.0455,15.600489568189632
tt10394778,Vagrant Queen,-1,-1,0.0858,0.0222,19.428611101224767
tt10367698,Operación Pacífico,-1,-1,0.0676,-0.053,19.10963981852952
tt9011124,Trigger,4,1,0.0317,0.0177,24.004214906296347
tt11716756,The Winter King,-1,-1,0.0515,-0.0125,23.971696200506877
tt12026710,Suspicion,-1,-1,0.0436,-0.0644,18.704135314207427
tt12562262,Legacy,-1,-1,0.0132,-0.035,25.252742777137467
tt11867066,AnnDroid,-1,-1,0.0789,-0.0759,23.72622759604347
tt10133370,Stalk,9,3,0.0986,-0.0814,21.873498813690045
tt10394844,Soulmates,1,4,0.0148,-0.032,24.060199496184808
tt10901134,One Lane Bridge,0,1,0.0672,-0.0594,22.045604803621867
tt11457996,Ana,5,0,0.0595,-0.0458,14.130022824202928
tt10348078,Her Mother's Killer,10,1,0.0249,-0.0191,21.954142318788016
tt11243606,100 días para enamorarnos,5,0,0.0048,-0.0435,19.4816565998
tt12313914,Ju-On: Origins,-1,-1,0.0059,-0.0028,23.86929565102892
tt12398140,Losing Alice,-1,-1,0.0233,-0.0194,24.33282716759648
tt9138156,La Jauría,-1,-1,0.0754,-0.0885,16.52223320713178
tt12762512,Echo 3,-1,-1,0.052,-0.0296,22.48143856723644
tt10311932,Someone Has to Die,-1,-1,0.0165,-0.0102,23.5268116194852
tt10795574,A Suitable Boy,3,0,0.0094,-0.0753,25.175764135519
tt11640020,Debris,1,4,0.0859,-0.0678,24.04907913979656
tt12785720,The Witcher: Blood Origin,1,4,0.0735,0.0162,20.005483818201373
tt10714778,La Fortuna,-1,-1,0.0446,-0.0199,25.24029325108133
tt5373374,Lying Heart,2,5,0.0199,0.0114,21.7972579711088
tt13084920,Oxygen: The Series,3,0,0.0454,-0.0983,9.764234466955465
tt12851512,The Girl from Plainville,13,1,0.0275,-0.0086,22.551929773849043
tt10404698,Monsterland,-1,-1,0.0517,-0.0093,20.34299816666249
tt12976224,The Essex Serpent,-1,-1,0.0147,0.0292,24.68497760743877
tt12929796,Goedam,-1,-1,0.0255,-0.0103,20.53088586845012
tt9660182,Resident Evil,-1,-1,0.0062,-0.0283,20.989301550072515
tt12443806,Imperio De Mentiras,2,5,0.0609,-0.0006,23.056635720837416
tt12879200,A Woman Scorned,3,0,0.0379,-0.0521,25.11594160409085
tt12313074,Social Distance,-1,-1,0.0423,-0.0505,24.973181029046305
tt8001136,Black Narcissus,4,1,0.0026,0.028,21.058083578585645
tt13266012,Kitchenblock,6,4,0.067,0.0021,16.860497187125493
tt10147520,The Minions of Midas,-1,-1,0.042,-0.0225,22.9487721553109
tt8190688,Valley of Tears,12,2,0.0073,-0.0737,25.461965863143423
tt13085534,Ghum Hai Kisikey Pyaar Meiin,2,5,0.0359,-0.0732,9.162299611726333
tt13048234,De brutas nada,14,0,0.0198,-0.0312,15.184942392227926
tt10846250,Roadkill,12,2,0.0475,-0.076,25.14131004935537
tt17329616,Big Bet,7,6,0.037,-0.0721,21.955327733380347
tt10642480,The Sister,11,1,-0.0033,-0.0879,19.64813403377736
tt9174724,Beacon 23,1,4,0.0582,0.0017,17.5820532984509
tt12306692,American Horror Stories,-1,-1,0.0657,-0.0122,22.94615456536409
tt11382382,Sex,3,0,0.009,0.0185,22.01932801583277
tt13364380,Imlie,2,5,-0.0231,-0.0396,11.5336024559914
tt10767748,Tiny Pretty Things,9,3,0.044,-0.0948,24.75507211871662
tt13696452,Money Heist: Korea - Joint Economic Area,7,6,0.0576,-0.0981,25.31509921412604
tt22479848,Somebody,-1,-1,0.0273,-0.0903,22.77779014016326
tt14273790,The Rig,1,4,0.0768,-0.0408,20.51342341349425
tt10973800,Equinox,6,4,0.0106,0.0307,24.48019820258834
tt11057226,DMZ,-1,-1,0.0621,-0.0095,18.25680795206161
tt10625812,Spy City,12,2,0.0808,-0.0893,25.190327000403105
tt7475590,Kung Fu,7,6,0.0256,-0.0364,23.90685423409958
tt11815244,The Republic of Sarah,9,3,0.0933,-0.0515,17.999138744558625
tt13157618,Secret Invasion,1,4,0.0877,-0.0327,23.332010932632738
tt9794044,Citadel,7,6,0.0542,-0.0347,24.073490800450767
tt12446242,Alba,-1,-1,0.0226,-0.0449,19.98143437544024
tt13743822,Color Rush,6,4,0.0392,-0.0067,23.04042449826329
tt11737102,Genesis,2,5,0.0353,-0.0325,20.87832209654991
tt14300330,Love You as the World Ends,-1,-1,0.043,-0.0132,20.68399016545544
tt12112118,The Swamp,-1,-1,0.0217,-0.0329,24.23841448645461
tt13760386,Dear.M,9,3,0.0656,-0.102,22.748900738088075
tt13660638,Black Space,0,1,0.0335,-0.0711,18.48155197787879
tt13138972,We Children from Bahnhof Zoo,9,3,0.0783,-0.018,22.72342937527454
tt13819960,And Just Like That…,14,0,0.017,0.0217,20.898982550527723
tt14371376,Imitation,5,0,0.0679,-0.0452,23.758585254758778
tt13702252,Dealer,7,6,0.0643,-0.0988,23.49874433592911
tt13550498,My Siblings,-1,-1,-0.0009,-0.0378,22.97036184375272
tt11285548,Bloodlands,0,1,0.016,-0.0471,24.43864624121195
tt14127760,Demente,2,5,0.0551,-0.0421,13.636850418727892
tt11937816,Who Killed Sara?,-1,-1,0.0083,-0.0236,25.51295333882162
tt11639300,Grace,0,1,0.0418,-0.0841,24.21195641599724
tt10478054,Dan Brown's The Lost Symbol,7,6,0.0497,-0.0147,21.684207393937573
tt12083014,Zero Chill,-1,-1,0.0545,-0.0233,18.619867413529853
tt12887536,CSI: Vegas,0,1,0.0901,-0.0477,22.73776122710022
tt14449470,FBI: International,-1,-1,0.1118,-0.0413,20.221584461295148
tt14584108,It Was Always Me,2,5,0.0676,-0.0029,23.153603493631035
tt13024344,Parot,13,1,0.0374,-0.0831,11.743104927326934
tt12908084,Happy End,5,0,0.0069,-0.0786,24.549251749913843
tt9073940,Hit & Run,11,1,-0.0028,-0.0341,24.845181814734847
tt14500082,How I Met Your Father,14,0,0.0366,-0.0362,24.660580918520232
tt14218674,NCIS: Hawaiʻi,-1,-1,0.0708,-0.0666,21.27101818322027
tt13107070,The Pact,11,1,0.0271,-0.0561,23.6271624975513
tt13624900,Naomi,6,4,0.0516,-0.003,18.330046276997912
tt11188682,The Cleaning Lady,4,1,0.0581,-0.0651,25.38894046774367
tt14719590,Somos.,8,7,0.0169,-0.0139,25.65637180678873
tt13406036,Anne Boleyn,3,0,0.043,-0.0151,17.04869686809732
tt13847924,Coyotes,-1,-1,0.0576,-0.056,7.73552614491572
tt14689620,Vampire Academy,6,4,0.0475,-0.018,23.415993581247463
tt10839422,Sex/Life,3,0,0.0317,-0.0452,24.69934811020323
tt11055882,Good Sam,4,1,0.0425,-0.0757,14.892214038549772
tt14169816,You Are My Spring,4,1,0.0389,-0.037,20.44360481157398
tt9319770,4400,1,4,0.0017,-0.0485,12.18892030365517
tt11958610,Trigger Point,-1,-1,0.083,-0.0358,22.96262947237607
tt9737326,Invasion,1,4,0.0357,-0.0344,25.04466602425593
tt11698590,Jaguar,12,2,0.0948,-0.0503,16.004072780409363
tt13694702,Surface,-1,-1,0.0423,-0.0121,24.033044256989086
tt14040910,Queens,2,5,0.0235,-0.0653,21.433673015585885
tt14518136,Police University,10,1,0.1014,-0.0963,17.835403460727246
tt13980362,Wrong Side of the Tracks,10,1,0.0823,-0.062,24.69674995696988
tt12564616,Jiva!,9,3,0.0581,-0.0478,22.482810569223595
tt14075260,Not My Fault: Mexico,-1,-1,-0.0064,0.0185,21.422121906744405
tt14278524,Santo,-1,-1,0.1009,-0.1077,10.77264486337745
tt15452616,Don't Say No,14,0,0.0778,0.0003,23.30639487730169
tt13457822,Welcome to Eden,-1,-1,0.0674,-0.001,25.400735522178
tt14792896,Liaison,7,6,0.0887,-0.0709,24.562887471180957
tt14417802,The Snitch Cartel: Origins,10,1,0.0378,-0.0599,12.797860142879085
tt11895484,Boundless,-1,-1,0.0011,0.0224,24.282259821258226
tt14252964,Gone for Good,-1,-1,0.0569,-0.0203,21.81059643333676
tt15046742,Notre-Dame,-1,-1,0.0921,-0.0043,15.395041073876522
tt13275654,The Box,-1,-1,0.0994,-0.0844,10.464712486800524
tt14414246,La desalmada,2,5,0.0337,-0.032,18.16426506800763
tt11640018,La Brea,-1,-1,0.0584,0.0113,19.83515979267117
tt15007114,One the Woman,-1,-1,0.0057,-0.0648,23.802791478724288
tt14954498,Echoes,4,1,0.0122,-0.0493,23.20057842682636
tt10937180,I Know What You Did Last Summer,-1,-1,0.0056,-0.0204,18.473415736686757
tt15101964,Everything Will Be Fine,14,0,-0.0022,-0.0503,20.662068795645165
tt15068148,The Kingdom,10,1,0.0178,-0.0303,21.114051544607623
tt15341198,The Perfect Mother,-1,-1,0.0526,-0.049,20.37975176438017
tt14772170,Ridley,0,1,0.0277,-0.0439,24.9755453309334
tt13475676,Tom Swift,6,4,0.037,-0.0262,10.830476241938864
tt8559532,The Changeling,1,4,0.0614,0.0456,22.34584784969578
tt15303234,Full Circle,0,1,0.0264,-0.0629,23.559334179676053
tt21289712,A Model Family,10,1,0.0582,-0.0591,20.590387548933265
tt13275052,Dive Club,-1,-1,0.0248,-0.0411,24.093801136089432
tt14321632,All the Queen's Men,-1,-1,0.0139,-0.0165,20.549074385881013
tt15437862,SkyMed,-1,-1,0.0505,-0.0251,18.98689333927588
tt15432016,Devil in Ohio,4,1,0.0467,-0.0148,23.109947545101537
tt15458236,Voltes V: Legacy,6,4,0.0331,-0.0504,19.093748641745897
tt9569528,Queer as Folk,-1,-1,0.0281,-0.0319,16.038802506154845
tt15390524,Partner Track,-1,-1,0.0452,-0.04,24.37508416371715
tt15393644,New Heights,-1,-1,0.0241,-0.0444,24.59865773336254
tt14129418,Ragdoll,0,1,0.046,-0.0603,15.891118013464723
tt20217314,2 Good 2 Be True,5,0,0.0409,-0.0317,22.896990230419263
tt15525658,Lady Voyeur,-1,-1,0.0567,-0.0593,15.415444473236764
tt14377480,Kamen Rider Black Sun,1,4,0.0615,-0.0434,21.86462660593545
tt19870894,Monstrous,-1,-1,0.0083,-0.0327,16.922347610375322
tt13231962,Elves,-1,-1,0.0199,0.0129,15.72016088495674
tt20235634,Kiss Sixth Sense,6,4,0.0145,-0.0067,20.66347667744252
tt13578144,MalaYerba,10,1,0.0484,-0.0203,20.314360063609787
tt11470588,Blackout: Tomorrow Is Too Late,-1,-1,0.0607,0.0044,18.249625004631177
tt15669534,Tales of the Walking Dead,-1,-1,0.0317,-0.0195,24.05064110627146
tt22002370,Connect,-1,-1,0.0488,-0.0947,23.90376253789565
tt14253638,Express,13,1,0.0777,-0.0578,19.31030446299898
tt19887704,Bloody Heart,12,2,0.0715,-0.0945,21.19428788347889
tt9174600,Roar,-1,-1,0.0835,-0.0552,25.435944926163646
tt15374794,Your Love Is My Fortune,-1,-1,0.0255,-0.0086,18.084552415372563
tt21049186,Café Minamdang,-1,-1,0.0514,-0.0694,25.39053773973125
tt14351748,Fatal Attraction,3,0,0.0018,-0.0629,23.109922356571563
tt20426062,The Mysterious Class,-1,-1,0.0156,-0.0595,9.689895908243898
tt7950716,Blanca,-1,-1,0.0745,-0.0195,22.83968279953398
tt14220870,A Very British Scandal,3,0,0.0174,-0.0469,23.50644798858408
tt12104930,Kitz,-1,-1,0.0325,-0.011,24.381664738681877
tt14655298,Summer Heat,-1,-1,0.0442,-0.0661,13.497338173638951
tt17492848,Goodbye Earth,1,4,0.081,0.0024,9.870445743573912
tt15140592,Forecasting Love and Weather,5,0,0.0409,-0.027,24.55672383475234
tt5232622,The Girl Before,4,1,0.0465,-0.0405,24.95598590996642
tt14088994,All American: Homecoming,9,3,0.043,-0.056,21.47897070115163
tt27111295,Citadel Honey Bunny,-1,-1,0.0722,-0.0246,23.17926161770768
tt14362156,The Envoys,-1,-1,0.0408,-0.0206,23.63655893952772
tt15410190,Fishbowl Wives,3,0,0.0308,-0.0156,22.315293967702644
tt30241060,My Man Is Cupid,6,4,0.0194,0.0017,24.38793660904186
tt24082562,Unlock My Boss,5,0,-0.0075,-0.0646,25.6900609492825
tt16021642,Offworld,1,4,0.0061,-0.0034,17.088508388122207
tt20765238,Life on Call,3,0,-0.0056,-0.0236,18.48497957288173
tt14494894,Juanpis González - The Series,-1,-1,0.0515,-0.0686,23.98015507395061
tt16589104,Señorita 89,8,7,0.0367,-0.0128,24.070728865784304
tt13956560,"Devotion, a Story of Love and Desire",3,0,-0.0034,-0.0802,24.806165833639778
